id_fono_titular_instru,id_categoria,id_fonograma_titular,id_instrumento,dt_inclusao,dt_alteracao,is_deleted,usuario
1,,3,1,"09/08/15 12:14:48",,0,"ECAD"
2,,4,21,"09/08/15 12:14:48",,0,"ECAD"
3,,5,29,"09/08/15 12:14:48",,0,"ECAD"
4,,6,30,"09/08/15 12:14:49",,0,"ECAD"
5,,7,143,"09/08/15 12:14:49",,0,"ECAD"
6,,8,1494,"09/08/15 12:14:49",,0,"ECAD"
7,,9,1,"09/08/15 12:14:50",,0,"ECAD"
8,,10,47,"09/08/15 12:14:50",,0,"ECAD"
9,,11,1494,"09/08/15 12:14:50",,0,"ECAD"
10,,12,47,"09/08/15 12:14:50",,0,"ECAD"
11,,13,47,"09/08/15 12:14:51",,0,"ECAD"
12,,14,1494,"09/08/15 12:14:51",,0,"ECAD"
13,,15,1494,"09/08/15 12:14:51",,0,"ECAD"
14,,16,1494,"09/08/15 12:14:51",,0,"ECAD"
15,,17,37,"09/08/15 12:14:51",,0,"ECAD"
16,,18,1,"09/08/15 12:14:52",,0,"ECAD"
17,,19,72,"09/08/15 12:14:52",,0,"ECAD"
18,,23,46,"09/08/15 12:14:54",,0,"ECAD"
19,,24,60,"09/08/15 12:14:54",,0,"ECAD"
20,,25,60,"09/08/15 12:14:54",,0,"ECAD"
21,,26,60,"09/08/15 12:14:55",,0,"ECAD"
22,,27,60,"09/08/15 12:14:55",,0,"ECAD"
23,,28,72,"09/08/15 12:14:55",,0,"ECAD"
24,,29,135,"09/08/15 12:14:56",,0,"ECAD"
25,,30,21,"09/08/15 12:14:56",,0,"ECAD"
26,,31,1,"09/08/15 12:14:56",,0,"ECAD"
27,,32,44,"09/08/15 12:14:57",,0,"ECAD"
28,,33,56,"09/08/15 12:14:57",,0,"ECAD"
29,,34,3628,"09/08/15 12:14:57",,0,"ECAD"
30,,34,3630,"09/08/15 12:14:57",,0,"ECAD"
31,,37,1,"09/08/15 12:14:58",,0,"ECAD"
32,,38,24,"09/08/15 12:14:59",,0,"ECAD"
33,,39,29,"09/08/15 12:14:59",,0,"ECAD"
34,,40,18,"09/08/15 12:15:00",,0,"ECAD"
35,,41,46,"09/08/15 12:15:00",,0,"ECAD"
36,,42,46,"09/08/15 12:15:00",,0,"ECAD"
37,,43,18,"09/08/15 12:15:00",,0,"ECAD"
38,,44,72,"09/08/15 12:15:01",,0,"ECAD"
39,,45,46,"09/08/15 12:15:01",,0,"ECAD"
40,,46,1494,"09/08/15 12:15:01",,0,"ECAD"
41,,47,37,"09/08/15 12:15:01",,0,"ECAD"
42,,48,1494,"09/08/15 12:15:01",,0,"ECAD"
43,,49,24,"09/08/15 12:15:01",,0,"ECAD"
44,,50,1,"09/08/15 12:15:01",,0,"ECAD"
45,,53,3628,"09/08/15 12:15:02",,0,"ECAD"
46,,54,18,"09/08/15 12:15:02",,0,"ECAD"
47,,55,72,"09/08/15 12:15:03",,0,"ECAD"
48,,56,1494,"09/08/15 12:15:03",,0,"ECAD"
49,,57,1,"09/08/15 12:15:04",,0,"ECAD"
50,,58,37,"09/08/15 12:15:04",,0,"ECAD"
51,,59,1494,"09/08/15 12:15:04",,0,"ECAD"
52,,60,143,"09/08/15 12:15:05",,0,"ECAD"
53,,61,1494,"09/08/15 12:15:05",,0,"ECAD"
54,,62,29,"09/08/15 12:15:06",,0,"ECAD"
55,,63,56,"09/08/15 12:15:06",,0,"ECAD"
56,,64,1494,"09/08/15 12:15:06",,0,"ECAD"
57,,65,29,"09/08/15 12:15:07",,0,"ECAD"
58,,66,85,"09/08/15 12:15:07",,0,"ECAD"
59,,67,1,"09/08/15 12:15:07",,0,"ECAD"
60,,68,46,"09/08/15 12:15:07",,0,"ECAD"
61,,71,72,"09/08/15 12:15:08",,0,"ECAD"
62,,72,37,"09/08/15 12:15:09",,0,"ECAD"
63,,73,1494,"09/08/15 12:15:09",,0,"ECAD"
64,,74,1494,"09/08/15 12:15:09",,0,"ECAD"
65,,75,1494,"09/08/15 12:15:09",,0,"ECAD"
66,,76,85,"09/08/15 12:15:09",,0,"ECAD"
67,,76,165,"09/08/15 12:15:10",,0,"ECAD"
68,,77,1494,"09/08/15 12:15:11",,0,"ECAD"
69,,78,1494,"09/08/15 12:15:12",,0,"ECAD"
70,,79,1,"09/08/15 12:15:12",,0,"ECAD"
71,,79,135,"09/08/15 12:15:12",,0,"ECAD"
72,,79,141,"09/08/15 12:15:12",,0,"ECAD"
73,,79,3628,"09/08/15 12:15:12",,0,"ECAD"
74,,79,3630,"09/08/15 12:15:12",,0,"ECAD"
75,,82,72,"09/08/15 12:15:13",,0,"ECAD"
76,,90,1494,"09/08/15 12:15:17",,0,"ECAD"
77,,91,213,"09/08/15 12:15:17",,0,"ECAD"
78,,92,214,"09/08/15 12:15:17",,0,"ECAD"
79,,93,793,"09/08/15 12:15:18",,0,"ECAD"
80,,94,1494,"09/08/15 12:15:18",,0,"ECAD"
81,,97,1494,"09/08/15 12:15:20",,0,"ECAD"
82,,98,1494,"09/08/15 12:15:20",,0,"ECAD"
83,,99,18,"09/08/15 12:15:20",,0,"ECAD"
84,,113,72,"09/08/15 12:15:22",,0,"ECAD"
85,,114,793,"09/08/15 12:15:22",,0,"ECAD"
86,,115,56,"09/08/15 12:15:22",,0,"ECAD"
87,,116,214,"09/08/15 12:15:23",,0,"ECAD"
88,,117,1494,"09/08/15 12:15:23",,0,"ECAD"
89,,118,1494,"09/08/15 12:15:23",,0,"ECAD"
90,,119,1494,"09/08/15 12:15:23",,0,"ECAD"
91,,120,60,"09/08/15 12:15:23",,0,"ECAD"
92,,121,60,"09/08/15 12:15:24",,0,"ECAD"
93,,122,60,"09/08/15 12:15:24",,0,"ECAD"
94,,123,60,"09/08/15 12:15:24",,0,"ECAD"
95,,124,37,"09/08/15 12:15:24",,0,"ECAD"
96,,133,213,"09/08/15 12:15:27",,0,"ECAD"
97,,134,213,"09/08/15 12:15:27",,0,"ECAD"
98,,135,41,"09/08/15 12:15:28",,0,"ECAD"
99,,136,1494,"09/08/15 12:15:28",,0,"ECAD"
100,,137,214,"09/08/15 12:15:29",,0,"ECAD"
101,,138,1494,"09/08/15 12:15:29",,0,"ECAD"
102,,139,213,"09/08/15 12:15:29",,0,"ECAD"
103,,140,18,"09/08/15 12:15:30",,0,"ECAD"
104,,141,1494,"09/08/15 12:15:31",,0,"ECAD"
105,,142,3628,"09/08/15 12:15:31",,0,"ECAD"
106,,143,1494,"09/08/15 12:15:31",,0,"ECAD"
107,,144,56,"09/08/15 12:15:31",,0,"ECAD"
108,,145,1494,"09/08/15 12:15:32",,0,"ECAD"
109,,146,72,"09/08/15 12:15:32",,0,"ECAD"
110,,147,44,"09/08/15 12:15:32",,0,"ECAD"
111,,148,18,"09/08/15 12:15:32",,0,"ECAD"
112,,148,135,"09/08/15 12:15:32",,0,"ECAD"
113,,149,1494,"09/08/15 12:15:32",,0,"ECAD"
114,,152,214,"09/08/15 12:15:34",,0,"ECAD"
115,,155,793,"09/08/15 12:15:34",,0,"ECAD"
116,,158,1494,"09/08/15 12:15:35",,0,"ECAD"
117,,159,37,"09/08/15 12:15:35",,0,"ECAD"
118,,160,143,"09/08/15 12:15:36",,0,"ECAD"
119,,161,793,"09/08/15 12:15:36",,0,"ECAD"
120,,162,72,"09/08/15 12:15:36",,0,"ECAD"
121,,163,104,"09/08/15 12:15:36",,0,"ECAD"
122,,163,109,"09/08/15 12:15:36",,0,"ECAD"
123,,164,1494,"09/08/15 12:15:36",,0,"ECAD"
124,,167,143,"09/08/15 12:15:37",,0,"ECAD"
125,,168,37,"09/08/15 12:15:37",,0,"ECAD"
126,,169,85,"09/08/15 12:15:38",,0,"ECAD"
127,,169,100,"09/08/15 12:15:38",,0,"ECAD"
128,,170,1494,"09/08/15 12:15:38",,0,"ECAD"
129,,171,793,"09/08/15 12:15:39",,0,"ECAD"
130,,172,1494,"09/08/15 12:15:39",,0,"ECAD"
131,,173,104,"09/08/15 12:15:39",,0,"ECAD"
132,,174,1494,"09/08/15 12:15:40",,0,"ECAD"
133,,175,1494,"09/08/15 12:15:41",,0,"ECAD"
134,,178,29,"09/08/15 12:15:41",,0,"ECAD"
135,,179,214,"09/08/15 12:15:41",,0,"ECAD"
136,,180,24,"09/08/15 12:15:42",,0,"ECAD"
137,,181,18,"09/08/15 12:15:42",,0,"ECAD"
138,,182,213,"09/08/15 12:15:42",,0,"ECAD"
139,,183,72,"09/08/15 12:15:42",,0,"ECAD"
140,,184,1494,"09/08/15 12:15:43",,0,"ECAD"
141,,185,143,"09/08/15 12:15:43",,0,"ECAD"
142,,186,37,"09/08/15 12:15:44",,0,"ECAD"
143,,187,1494,"09/08/15 12:15:45",,0,"ECAD"
144,,194,1494,"09/08/15 12:15:46",,0,"ECAD"
145,,195,37,"09/08/15 12:15:46",,0,"ECAD"
146,,196,56,"09/08/15 12:15:46",,0,"ECAD"
147,,197,213,"09/08/15 12:15:46",,0,"ECAD"
148,,198,83,"09/08/15 12:15:46",,0,"ECAD"
149,,199,213,"09/08/15 12:15:46",,0,"ECAD"
150,,200,3,"09/08/15 12:15:46",,0,"ECAD"
151,,201,213,"09/08/15 12:15:47",,0,"ECAD"
152,,202,213,"09/08/15 12:15:47",,0,"ECAD"
153,,205,1494,"09/08/15 12:15:47",,0,"ECAD"
154,,206,37,"09/08/15 12:15:47",,0,"ECAD"
155,,207,56,"09/08/15 12:15:47",,0,"ECAD"
156,,208,213,"09/08/15 12:15:47",,0,"ECAD"
157,,209,83,"09/08/15 12:15:47",,0,"ECAD"
158,,210,213,"09/08/15 12:15:48",,0,"ECAD"
159,,211,3,"09/08/15 12:15:48",,0,"ECAD"
160,,212,213,"09/08/15 12:15:48",,0,"ECAD"
161,,213,213,"09/08/15 12:15:48",,0,"ECAD"
162,,216,793,"09/08/15 12:15:49",,0,"ECAD"
163,,220,793,"09/08/15 12:15:51",,0,"ECAD"
164,,224,793,"09/08/15 12:15:52",,0,"ECAD"
165,,230,214,"09/08/15 12:15:54",,0,"ECAD"
166,,230,3628,"09/08/15 12:15:54",,0,"ECAD"
167,,231,37,"09/08/15 12:15:54",,0,"ECAD"
168,,231,1494,"09/08/15 12:15:54",,0,"ECAD"
169,,231,3628,"09/08/15 12:15:54",,0,"ECAD"
170,,232,85,"09/08/15 12:15:54",,0,"ECAD"
171,,232,96,"09/08/15 12:15:54",,0,"ECAD"
172,,233,56,"09/08/15 12:15:55",,0,"ECAD"
173,,233,1494,"09/08/15 12:15:55",,0,"ECAD"
174,,233,3628,"09/08/15 12:15:55",,0,"ECAD"
175,,234,85,"09/08/15 12:15:55",,0,"ECAD"
176,,234,91,"09/08/15 12:15:55",,0,"ECAD"
177,,234,96,"09/08/15 12:15:55",,0,"ECAD"
178,,235,72,"09/08/15 12:15:55",,0,"ECAD"
179,,236,8,"09/08/15 12:15:55",,0,"ECAD"
180,,236,18,"09/08/15 12:15:55",,0,"ECAD"
181,,236,294,"09/08/15 12:15:55",,0,"ECAD"
182,,236,3628,"09/08/15 12:15:55",,0,"ECAD"
183,,237,135,"09/08/15 12:15:55",,0,"ECAD"
184,,238,104,"09/08/15 12:15:55",,0,"ECAD"
185,,239,1494,"09/08/15 12:15:56",,0,"ECAD"
186,,240,1494,"09/08/15 12:15:56",,0,"ECAD"
187,,241,1494,"09/08/15 12:15:56",,0,"ECAD"
188,,246,214,"09/08/15 12:15:57",,0,"ECAD"
189,,246,3628,"09/08/15 12:15:57",,0,"ECAD"
190,,247,1494,"09/08/15 12:15:57",,0,"ECAD"
191,,248,1494,"09/08/15 12:15:57",,0,"ECAD"
192,,249,215,"09/08/15 12:15:57",,0,"ECAD"
193,,250,215,"09/08/15 12:15:57",,0,"ECAD"
194,,251,215,"09/08/15 12:15:59",,0,"ECAD"
195,,252,37,"09/08/15 12:15:59",,0,"ECAD"
196,,253,1494,"09/08/15 12:16:00",,0,"ECAD"
197,,258,1494,"09/08/15 12:16:03",,0,"ECAD"
198,,259,1494,"09/08/15 12:16:03",,0,"ECAD"
199,,260,1494,"09/08/15 12:16:03",,0,"ECAD"
200,,261,56,"09/08/15 12:16:03",,0,"ECAD"
201,,262,37,"09/08/15 12:16:03",,0,"ECAD"
202,,263,72,"09/08/15 12:16:03",,0,"ECAD"
203,,264,85,"09/08/15 12:16:04",,0,"ECAD"
204,,265,143,"09/08/15 12:16:04",,0,"ECAD"
205,,266,56,"09/08/15 12:16:04",,0,"ECAD"
206,,266,793,"09/08/15 12:16:04",,0,"ECAD"
207,,267,21,"09/08/15 12:16:04",,0,"ECAD"
208,,268,214,"09/08/15 12:16:05",,0,"ECAD"
209,,269,1494,"09/08/15 12:16:05",,0,"ECAD"
210,,270,21,"09/08/15 12:16:05",,0,"ECAD"
211,,271,143,"09/08/15 12:16:05",,0,"ECAD"
212,,274,30,"09/08/15 12:16:06",,0,"ECAD"
213,,274,3628,"09/08/15 12:16:06",,0,"ECAD"
214,,275,80,"09/08/15 12:16:07",,0,"ECAD"
215,,276,3632,"09/08/15 12:16:08",,0,"ECAD"
216,,277,3632,"09/08/15 12:16:08",,0,"ECAD"
217,,278,3632,"09/08/15 12:16:08",,0,"ECAD"
218,,281,39,"09/08/15 12:16:11",,0,"ECAD"
219,,282,56,"09/08/15 12:16:12",,0,"ECAD"
220,,283,56,"09/08/15 12:16:12",,0,"ECAD"
221,,284,58,"09/08/15 12:16:12",,0,"ECAD"
222,,285,42,"09/08/15 12:16:13",,0,"ECAD"
223,,286,77,"09/08/15 12:16:14",,0,"ECAD"
224,,289,42,"09/08/15 12:16:14",,0,"ECAD"
225,,290,77,"09/08/15 12:16:15",,0,"ECAD"
226,,291,56,"09/08/15 12:16:15",,0,"ECAD"
227,,292,39,"09/08/15 12:16:15",,0,"ECAD"
228,,293,58,"09/08/15 12:16:15",,0,"ECAD"
229,,294,56,"09/08/15 12:16:15",,0,"ECAD"
230,,297,37,"09/08/15 12:16:16",,0,"ECAD"
231,,297,72,"09/08/15 12:16:16",,0,"ECAD"
232,,297,214,"09/08/15 12:16:16",,0,"ECAD"
233,,297,793,"09/08/15 12:16:16",,0,"ECAD"
234,,300,37,"09/08/15 12:16:17",,0,"ECAD"
235,,300,72,"09/08/15 12:16:17",,0,"ECAD"
236,,300,214,"09/08/15 12:16:17",,0,"ECAD"
237,,300,793,"09/08/15 12:16:17",,0,"ECAD"
238,,304,37,"09/08/15 12:16:20",,0,"ECAD"
239,,305,46,"09/08/15 12:16:21",,0,"ECAD"
240,,305,47,"09/08/15 12:16:21",,0,"ECAD"
241,,305,56,"09/08/15 12:16:21",,0,"ECAD"
242,,305,214,"09/08/15 12:16:21",,0,"ECAD"
243,,305,433,"09/08/15 12:16:21",,0,"ECAD"
244,,308,1494,"09/08/15 12:16:22",,0,"ECAD"
245,,309,1494,"09/08/15 12:16:23",,0,"ECAD"
246,,310,96,"09/08/15 12:16:23",,0,"ECAD"
247,,311,56,"09/08/15 12:16:23",,0,"ECAD"
248,,312,79,"09/08/15 12:16:24",,0,"ECAD"
249,,313,1494,"09/08/15 12:16:24",,0,"ECAD"
250,,314,3,"09/08/15 12:16:25",,0,"ECAD"
251,,314,8,"09/08/15 12:16:25",,0,"ECAD"
252,,314,18,"09/08/15 12:16:25",,0,"ECAD"
253,,314,22,"09/08/15 12:16:25",,0,"ECAD"
254,,314,23,"09/08/15 12:16:25",,0,"ECAD"
255,,315,3628,"09/08/15 12:16:25",,0,"ECAD"
256,,315,3630,"09/08/15 12:16:25",,0,"ECAD"
257,,316,37,"09/08/15 12:16:25",,0,"ECAD"
258,,317,72,"09/08/15 12:16:26",,0,"ECAD"
259,,318,214,"09/08/15 12:16:26",,0,"ECAD"
260,,319,1494,"09/08/15 12:16:27",,0,"ECAD"
261,,320,41,"09/08/15 12:16:27",,0,"ECAD"
262,,321,55,"09/08/15 12:16:27",,0,"ECAD"
263,,322,1494,"09/08/15 12:16:27",,0,"ECAD"
264,,323,30,"09/08/15 12:16:28",,0,"ECAD"
265,,324,85,"09/08/15 12:16:28",,0,"ECAD"
266,,324,91,"09/08/15 12:16:28",,0,"ECAD"
267,,324,97,"09/08/15 12:16:28",,0,"ECAD"
268,,324,212,"09/08/15 12:16:28",,0,"ECAD"
269,,328,55,"09/08/15 12:16:29",,0,"ECAD"
270,,329,60,"09/08/15 12:16:29",,0,"ECAD"
271,,330,72,"09/08/15 12:16:29",,0,"ECAD"
272,,331,55,"09/08/15 12:16:29",,0,"ECAD"
273,,332,60,"09/08/15 12:16:30",,0,"ECAD"
274,,333,60,"09/08/15 12:16:30",,0,"ECAD"
275,,334,62,"09/08/15 12:16:30",,0,"ECAD"
276,,335,55,"09/08/15 12:16:30",,0,"ECAD"
277,,336,63,"09/08/15 12:16:31",,0,"ECAD"
278,,337,29,"09/08/15 12:16:31",,0,"ECAD"
279,,338,60,"09/08/15 12:16:31",,0,"ECAD"
280,,339,135,"09/08/15 12:16:32",,0,"ECAD"
281,,340,60,"09/08/15 12:16:32",,0,"ECAD"
282,,343,214,"09/08/15 12:16:32",,0,"ECAD"
283,,346,1494,"09/08/15 12:16:33",,0,"ECAD"
284,,347,37,"09/08/15 12:16:33",,0,"ECAD"
285,,348,214,"09/08/15 12:16:34",,0,"ECAD"
286,,349,29,"09/08/15 12:16:34",,0,"ECAD"
287,,350,37,"09/08/15 12:16:34",,0,"ECAD"
288,,351,76,"09/08/15 12:16:34",,0,"ECAD"
289,,352,1494,"09/08/15 12:16:35",,0,"ECAD"
290,,353,20,"09/08/15 12:16:35",,0,"ECAD"
291,,353,23,"09/08/15 12:16:35",,0,"ECAD"
292,,354,135,"09/08/15 12:16:35",,0,"ECAD"
293,,354,3628,"09/08/15 12:16:35",,0,"ECAD"
294,,355,1494,"09/08/15 12:16:35",,0,"ECAD"
295,,356,47,"09/08/15 12:16:35",,0,"ECAD"
296,,356,56,"09/08/15 12:16:35",,0,"ECAD"
297,,356,793,"09/08/15 12:16:35",,0,"ECAD"
298,,357,56,"09/08/15 12:16:35",,0,"ECAD"
299,,358,46,"09/08/15 12:16:36",,0,"ECAD"
300,,358,56,"09/08/15 12:16:36",,0,"ECAD"
301,,358,793,"09/08/15 12:16:36",,0,"ECAD"
302,,359,18,"09/08/15 12:16:36",,0,"ECAD"
303,,363,37,"09/08/15 12:16:36",,0,"ECAD"
304,,364,1494,"09/08/15 12:16:37",,0,"ECAD"
305,,365,214,"09/08/15 12:16:37",,0,"ECAD"
306,,366,55,"09/08/15 12:16:37",,0,"ECAD"
307,,366,56,"09/08/15 12:16:37",,0,"ECAD"
308,,366,793,"09/08/15 12:16:37",,0,"ECAD"
309,,366,3628,"09/08/15 12:16:38",,0,"ECAD"
310,,367,1494,"09/08/15 12:16:38",,0,"ECAD"
311,,368,1494,"09/08/15 12:16:38",,0,"ECAD"
312,,369,1494,"09/08/15 12:16:39",,0,"ECAD"
313,,374,1494,"09/08/15 12:16:45",,0,"ECAD"
314,,375,141,"09/08/15 12:16:45",,0,"ECAD"
315,,376,18,"09/08/15 12:16:45",,0,"ECAD"
316,,377,62,"09/08/15 12:16:45",,0,"ECAD"
317,,378,1494,"09/08/15 12:16:45",,0,"ECAD"
318,,379,1494,"09/08/15 12:16:45",,0,"ECAD"
319,,380,3265,"09/08/15 12:16:45",,0,"ECAD"
320,,381,1494,"09/08/15 12:16:45",,0,"ECAD"
321,,382,60,"09/08/15 12:16:46",,0,"ECAD"
322,,383,135,"09/08/15 12:16:48",,0,"ECAD"
323,,384,60,"09/08/15 12:16:48",,0,"ECAD"
324,,385,37,"09/08/15 12:16:48",,0,"ECAD"
325,,385,56,"09/08/15 12:16:48",,0,"ECAD"
326,,385,85,"09/08/15 12:16:48",,0,"ECAD"
327,,385,100,"09/08/15 12:16:48",,0,"ECAD"
328,,385,793,"09/08/15 12:16:48",,0,"ECAD"
329,,385,3628,"09/08/15 12:16:48",,0,"ECAD"
330,,386,60,"09/08/15 12:16:48",,0,"ECAD"
331,,387,55,"09/08/15 12:16:49",,0,"ECAD"
332,,388,72,"09/08/15 12:16:49",,0,"ECAD"
333,,392,1494,"09/08/15 12:16:49",,0,"ECAD"
334,,393,141,"09/08/15 12:16:49",,0,"ECAD"
335,,394,18,"09/08/15 12:16:49",,0,"ECAD"
336,,395,62,"09/08/15 12:16:50",,0,"ECAD"
337,,396,1494,"09/08/15 12:16:50",,0,"ECAD"
338,,397,1494,"09/08/15 12:16:50",,0,"ECAD"
339,,398,72,"09/08/15 12:16:50",,0,"ECAD"
340,,399,1494,"09/08/15 12:16:50",,0,"ECAD"
341,,400,60,"09/08/15 12:16:50",,0,"ECAD"
342,,401,135,"09/08/15 12:16:50",,0,"ECAD"
343,,402,60,"09/08/15 12:16:50",,0,"ECAD"
344,,403,37,"09/08/15 12:16:50",,0,"ECAD"
345,,403,56,"09/08/15 12:16:50",,0,"ECAD"
346,,403,85,"09/08/15 12:16:50",,0,"ECAD"
347,,403,100,"09/08/15 12:16:50",,0,"ECAD"
348,,403,793,"09/08/15 12:16:50",,0,"ECAD"
349,,403,3628,"09/08/15 12:16:50",,0,"ECAD"
350,,404,60,"09/08/15 12:16:50",,0,"ECAD"
351,,405,55,"09/08/15 12:16:50",,0,"ECAD"
352,,406,135,"09/08/15 12:16:51",,0,"ECAD"
353,,410,18,"09/08/15 12:16:52",,0,"ECAD"
354,,411,1494,"09/08/15 12:16:52",,0,"ECAD"
355,,412,1494,"09/08/15 12:16:52",,0,"ECAD"
356,,413,1494,"09/08/15 12:16:52",,0,"ECAD"
357,,414,135,"09/08/15 12:16:52",,0,"ECAD"
358,,415,1494,"09/08/15 12:16:52",,0,"ECAD"
359,,416,55,"09/08/15 12:16:53",,0,"ECAD"
360,,417,60,"09/08/15 12:16:53",,0,"ECAD"
361,,418,60,"09/08/15 12:16:53",,0,"ECAD"
362,,419,37,"09/08/15 12:16:53",,0,"ECAD"
363,,419,56,"09/08/15 12:16:53",,0,"ECAD"
364,,419,85,"09/08/15 12:16:53",,0,"ECAD"
365,,419,100,"09/08/15 12:16:53",,0,"ECAD"
366,,419,793,"09/08/15 12:16:53",,0,"ECAD"
367,,419,3628,"09/08/15 12:16:53",,0,"ECAD"
368,,420,141,"09/08/15 12:16:53",,0,"ECAD"
369,,421,60,"09/08/15 12:16:53",,0,"ECAD"
370,,422,62,"09/08/15 12:16:53",,0,"ECAD"
371,,423,72,"09/08/15 12:16:53",,0,"ECAD"
372,,427,1494,"09/08/15 12:16:54",,0,"ECAD"
373,,428,141,"09/08/15 12:16:54",,0,"ECAD"
374,,429,18,"09/08/15 12:16:54",,0,"ECAD"
375,,430,62,"09/08/15 12:16:54",,0,"ECAD"
376,,431,72,"09/08/15 12:16:54",,0,"ECAD"
377,,432,1494,"09/08/15 12:16:54",,0,"ECAD"
378,,433,1494,"09/08/15 12:16:54",,0,"ECAD"
379,,434,1494,"09/08/15 12:16:54",,0,"ECAD"
380,,435,60,"09/08/15 12:16:55",,0,"ECAD"
381,,436,135,"09/08/15 12:16:55",,0,"ECAD"
382,,437,60,"09/08/15 12:16:55",,0,"ECAD"
383,,438,37,"09/08/15 12:16:55",,0,"ECAD"
384,,438,56,"09/08/15 12:16:55",,0,"ECAD"
385,,438,85,"09/08/15 12:16:55",,0,"ECAD"
386,,438,100,"09/08/15 12:16:55",,0,"ECAD"
387,,438,793,"09/08/15 12:16:55",,0,"ECAD"
388,,438,3628,"09/08/15 12:16:55",,0,"ECAD"
389,,439,60,"09/08/15 12:16:55",,0,"ECAD"
390,,440,55,"09/08/15 12:16:55",,0,"ECAD"
391,,441,72,"09/08/15 12:16:55",,0,"ECAD"
392,,445,1494,"09/08/15 12:16:56",,0,"ECAD"
393,,446,141,"09/08/15 12:16:56",,0,"ECAD"
394,,447,18,"09/08/15 12:16:56",,0,"ECAD"
395,,448,62,"09/08/15 12:16:57",,0,"ECAD"
396,,449,72,"09/08/15 12:16:57",,0,"ECAD"
397,,450,1494,"09/08/15 12:16:57",,0,"ECAD"
398,,451,1494,"09/08/15 12:16:57",,0,"ECAD"
399,,452,72,"09/08/15 12:16:57",,0,"ECAD"
400,,453,1494,"09/08/15 12:16:57",,0,"ECAD"
401,,454,60,"09/08/15 12:16:57",,0,"ECAD"
402,,455,135,"09/08/15 12:16:57",,0,"ECAD"
403,,456,60,"09/08/15 12:16:57",,0,"ECAD"
404,,457,37,"09/08/15 12:16:57",,0,"ECAD"
405,,457,56,"09/08/15 12:16:57",,0,"ECAD"
406,,457,85,"09/08/15 12:16:57",,0,"ECAD"
407,,457,100,"09/08/15 12:16:57",,0,"ECAD"
408,,457,793,"09/08/15 12:16:57",,0,"ECAD"
409,,457,3628,"09/08/15 12:16:57",,0,"ECAD"
410,,458,60,"09/08/15 12:16:57",,0,"ECAD"
411,,459,55,"09/08/15 12:16:57",,0,"ECAD"
412,,463,1494,"09/08/15 12:16:58",,0,"ECAD"
413,,464,141,"09/08/15 12:16:58",,0,"ECAD"
414,,465,18,"09/08/15 12:16:58",,0,"ECAD"
415,,466,62,"09/08/15 12:16:58",,0,"ECAD"
416,,467,72,"09/08/15 12:16:58",,0,"ECAD"
417,,468,1494,"09/08/15 12:16:58",,0,"ECAD"
418,,469,1494,"09/08/15 12:16:58",,0,"ECAD"
419,,470,72,"09/08/15 12:16:59",,0,"ECAD"
420,,471,1494,"09/08/15 12:16:59",,0,"ECAD"
421,,472,60,"09/08/15 12:16:59",,0,"ECAD"
422,,473,135,"09/08/15 12:16:59",,0,"ECAD"
423,,474,60,"09/08/15 12:16:59",,0,"ECAD"
424,,475,37,"09/08/15 12:16:59",,0,"ECAD"
425,,475,56,"09/08/15 12:16:59",,0,"ECAD"
426,,475,85,"09/08/15 12:16:59",,0,"ECAD"
427,,475,100,"09/08/15 12:16:59",,0,"ECAD"
428,,475,793,"09/08/15 12:16:59",,0,"ECAD"
429,,475,3628,"09/08/15 12:16:59",,0,"ECAD"
430,,476,60,"09/08/15 12:16:59",,0,"ECAD"
431,,477,55,"09/08/15 12:16:59",,0,"ECAD"
432,,481,141,"09/08/15 12:17:05",,0,"ECAD"
433,,482,18,"09/08/15 12:17:05",,0,"ECAD"
434,,483,62,"09/08/15 12:17:05",,0,"ECAD"
435,,484,72,"09/08/15 12:17:05",,0,"ECAD"
436,,485,1494,"09/08/15 12:17:05",,0,"ECAD"
437,,486,1494,"09/08/15 12:17:05",,0,"ECAD"
438,,487,72,"09/08/15 12:17:05",,0,"ECAD"
439,,488,1494,"09/08/15 12:17:06",,0,"ECAD"
440,,489,60,"09/08/15 12:17:06",,0,"ECAD"
441,,490,135,"09/08/15 12:17:06",,0,"ECAD"
442,,491,60,"09/08/15 12:17:06",,0,"ECAD"
443,,492,37,"09/08/15 12:17:06",,0,"ECAD"
444,,492,56,"09/08/15 12:17:06",,0,"ECAD"
445,,492,85,"09/08/15 12:17:06",,0,"ECAD"
446,,492,100,"09/08/15 12:17:06",,0,"ECAD"
447,,492,793,"09/08/15 12:17:06",,0,"ECAD"
448,,492,3628,"09/08/15 12:17:06",,0,"ECAD"
449,,493,60,"09/08/15 12:17:06",,0,"ECAD"
450,,494,55,"09/08/15 12:17:06",,0,"ECAD"
451,,495,1494,"09/08/15 12:17:06",,0,"ECAD"
452,,499,1494,"09/08/15 12:17:08",,0,"ECAD"
453,,500,141,"09/08/15 12:17:08",,0,"ECAD"
454,,501,18,"09/08/15 12:17:08",,0,"ECAD"
455,,502,62,"09/08/15 12:17:08",,0,"ECAD"
456,,503,72,"09/08/15 12:17:08",,0,"ECAD"
457,,504,1494,"09/08/15 12:17:09",,0,"ECAD"
458,,505,1494,"09/08/15 12:17:09",,0,"ECAD"
459,,506,72,"09/08/15 12:17:09",,0,"ECAD"
460,,507,1494,"09/08/15 12:17:09",,0,"ECAD"
