ID_FONOGRAMA_COLETIVO,ID_FONOGRAMA,ID_COLETIVO
708,1800,8498
709,1801,8499
710,1802,8499
711,1803,8487
712,1804,8511
713,1805,8512
714,1807,8537
715,1811,8305
716,1812,6657
717,1813,6657
718,1814,8438
719,1815,8438
720,1816,8460
721,1817,8460
722,1819,8489
723,1820,8489
724,1821,8487
725,1822,8512
726,1823,8537
727,1824,8540
728,1826,8344
729,1832,8565
730,1838,8566
731,1839,8567
732,1840,8568
733,1843,8569
734,1844,8621
735,1845,8630
736,1846,8631
737,1847,8632
738,1848,8636
739,1849,8638
740,1850,8639
741,1851,8640
742,1852,8641
743,1853,8642
744,1854,8643
745,1855,8643
746,1856,8643
747,1857,8651
748,1858,8652
749,1859,8655
750,1860,8659
751,1861,8660
752,1862,5295
753,1863,8664
754,1864,8666
755,1865,8666
756,1866,8666
757,1867,8666
758,1868,8666
759,1869,8666
760,1870,8666
761,1871,8666
762,1872,8666
763,1873,8666
764,1874,8666
765,1875,8666
766,1876,8666
767,1877,8666
768,1878,8666
769,1879,8666
770,1880,8666
771,1881,8666
772,1882,8666
773,1883,8666
774,1884,8670
775,1885,8671
776,1886,8672
777,1887,8673
778,1888,8674
779,1889,8727
780,1890,8728
781,1891,8729
782,1892,8730
783,1893,2484
784,1894,2484
785,1895,2484
786,1896,2484
787,1897,2484
788,1898,2484
789,1899,2484
790,1900,2484
791,1901,2484
792,1902,2484
793,1903,2484
794,1904,2484
795,1905,2484
796,1906,2484
797,1907,8751
798,1908,8751
799,1909,8751
800,1910,8751
801,1911,8751
802,1912,8751
803,1913,8751
804,1914,8751
805,1916,8751
806,1920,8854
807,1922,8751
808,1923,8751
809,1924,8751
810,1927,8751
811,1928,8867
812,1929,8868
813,1930,8874
814,1931,8878
815,1932,8879
816,1933,8891
817,1934,8893
818,1935,8894
819,1936,8895
820,1937,8896
821,1938,8671
822,1939,8901
823,1940,8902
824,1941,8903
825,1943,8904
826,1944,8905
827,1945,8908
828,1946,8909
829,1947,8910
830,1948,8901
831,1950,8911
832,1951,8914
833,1952,8915
834,1953,8916
835,1955,8567
836,1956,8918
837,1957,8910
838,1959,8926
839,1961,8927
840,1962,8928
841,1963,8672
842,1964,8930
843,1967,8931
844,1968,8916
845,1969,8938
846,1970,8939
847,1971,8940
848,1972,8940
849,1973,8672
850,1974,8916
851,1975,8941
852,1976,8672
853,1977,8916
854,1978,8672
855,1979,8942
856,1980,8943
857,2003,8964
858,2004,8965
859,2005,8965
860,2006,8964
861,2007,8964
862,2021,8969
863,2022,8969
864,2023,8969
865,2024,8965
866,2025,8965
867,2026,8965
868,2027,8965
869,2028,8965
870,2029,8965
871,2030,8965
872,2031,8965
873,2032,8965
874,2033,8965
875,2034,8964
876,2035,8964
877,2052,8975
878,2053,8975
879,2054,8975
880,2055,8975
881,2056,8975
882,2057,8975
883,2058,8975
884,2059,8975
885,2060,8975
886,2061,8975
887,2062,8975
888,2063,8975
889,2064,8975
890,2065,8965
891,2066,8965
892,2101,8989
893,2109,8993
894,2110,8993
895,2111,8993
896,2112,8993
897,2113,8993
898,2114,8993
899,2115,8993
900,2116,8993
901,2117,8993
902,2118,8993
903,2119,8993
904,2120,8993
905,2121,8993
906,2122,8993
907,2124,9004
908,2126,9010
909,2136,6657
910,2137,6657
911,2138,6657
912,2139,6657
913,2140,6657
914,2141,6657
915,2142,6657
916,2143,6657
917,2144,6657
918,2145,6657
919,2146,6657
920,2147,6657
921,2148,6657
922,2149,6657
923,2150,6657
924,2151,6657
925,2152,6657
926,2153,6657
927,2154,6657
928,2155,6657
929,2156,9020
930,2157,9020
931,2158,9020
932,2159,9020
933,2160,9020
934,2161,9020
935,2162,9020
936,2164,9020
937,2165,9020
938,2166,9020
939,2167,9020
940,2168,9020
941,2169,9020
942,2170,9020
943,2171,9020
944,2172,9020
945,2173,9020
946,2174,9020
947,2176,9020
948,2177,9020
949,2178,9020
950,2179,9020
951,2180,9020
952,2181,9020
953,2182,9020
954,2183,9020
955,2184,9020
956,2185,9020
957,2186,9020
958,2187,9020
959,2188,9020
960,2189,9020
961,2190,9020
962,2191,9020
963,2250,9027
964,2251,9027
965,2252,9027
966,2253,9027
967,2254,9027
968,2255,9027
969,2256,9027
970,2257,9027
971,2258,9027
972,2259,9027
973,2260,9027
974,2261,9027
975,2262,9027
976,2263,9027
977,2324,9067
978,2352,9101
979,2353,9101
980,2354,9101
981,2355,9101
982,2356,9101
983,2357,9101
984,2358,9101
985,2359,9101
986,2360,9101
987,2361,9101
988,2362,9101
989,2363,9101
990,2364,9101
991,2365,9101
992,2414,9301
993,2415,9301
994,2416,9301
995,2417,9301
996,2437,9327
997,2438,9301
998,2439,9301
999,2440,9327
1000,2441,9327
1001,2442,9327
1002,2443,9327
1003,2444,9301
1004,2445,9327
1005,2446,9301
1006,2447,9301
1007,2448,9301
1008,2449,9327
1009,2450,9327
1010,2451,9337
1011,2452,9327
1012,2453,9327
1013,2454,9327
1014,2455,9327
1015,2456,9327
1016,2457,9327
1017,2495,331
1018,2496,331
1019,2497,331
1020,2498,331
1021,2499,331
1022,2500,331
1023,2501,331
1024,2502,331
1025,2532,9411
1026,2543,9411
1027,2544,9411
1028,2545,9411
1029,2546,9411
1030,2547,9411
1031,2548,9411
1032,2549,9411
1033,2550,9411
1034,2551,9411
1035,2552,9411
1036,2553,9411
1037,2602,9508
1038,2661,9708
1039,2685,9747
1040,2687,9750
1041,2688,9750
1042,2689,9750
1043,2690,9750
1044,2691,9750
1045,2692,9750
1046,2693,9750
1047,2694,9750
1048,2695,9750
1049,2696,9750
1050,2697,9750
1051,2698,5146
1052,2699,4807
1053,2700,4807
1054,2701,4807
1055,2702,4807
1056,2703,4807
1057,2704,4807
1058,2705,4807
1059,2706,4807
1060,2707,4807
1061,2708,4807
1062,2709,4807
1063,2710,4807
1064,2711,4807
1065,2712,4807
1066,2713,4807
1067,2714,4807
1068,2725,9766
1069,2746,9772
1070,2791,9780
1071,2792,9780
1072,2793,9780
1073,2794,9780
1074,2795,9780
1075,2796,9780
1076,2797,9780
1077,2798,9780
1078,2799,9780
1079,2800,9780
1080,2801,9780
1081,2802,9780
1082,2803,9780
1083,2804,9780
1084,2805,9780
1085,2806,9780
1086,2807,9780
1087,2808,9780
1088,2809,9780
1089,2810,9780
1090,2811,9780
1091,2880,9814
1092,2897,9815
1093,2898,9815
1094,2899,9815
1095,2900,9815
1096,2901,9815
1097,2902,9815
1098,2903,9815
1099,2904,9815
1100,2905,9815
1101,2906,9815
1102,2907,9815
1103,2908,9815
1104,2909,9815
1105,2910,9815
1106,2911,9815
1107,2912,9815
1108,2922,9816
1109,2923,9816
1110,2925,9816
1111,2927,9816
1112,2929,9816
1113,2930,9816
1114,2932,9816
1115,2934,9816
1116,2937,9816
1117,2938,9816
1118,2939,2658
1119,2940,2658
1120,2941,2658
1121,2942,2658
1122,2943,2658
1123,2944,2658
1124,2946,2658
1125,2947,2658
1126,2948,2658
1127,2949,2658
1128,2950,2658
1129,2951,2658
1130,2952,2658
1131,2953,9818
1132,2954,9818
1133,2955,9818
1134,2956,9818
1135,2957,9818
1136,2958,9818
1137,2959,9818
1138,2960,9818
1139,2961,9818
1140,2962,9818
1141,2963,9818
1142,2964,9818
1143,2965,9818
1144,2966,9818
1145,2967,9818
1146,2968,9818
1147,2980,9820
1148,2981,9820
1149,2982,9820
1150,2983,9820
1151,2984,9820
1152,2986,9820
1153,2988,9820
1154,2990,9820
1155,2992,9820
1156,2995,9820
1157,2999,9820
1158,3002,9820
1159,3004,9820
1160,3005,9820
1161,3006,9820
1162,3007,9820
1163,3008,9820
1164,3009,9820
1165,3010,9820
1166,3011,9820
1167,3012,9820
1168,3013,9820
1169,3048,9814
1170,3049,9814
1171,3050,9814
1172,3051,9814
1173,3052,9814
1174,3053,9814
1175,3054,9814
1176,3055,9814
1177,3056,9814
1178,3057,9814
1179,3058,9814
1180,3059,9814
1181,3060,9814
1182,3068,9838
1183,3069,9838
1184,3070,9838
1185,3071,9838
1186,3072,9838
1187,3073,9838
1188,3074,9838
1189,3075,9838
1190,3076,9838
1191,3077,9838
1192,3078,9838
1193,3079,9838
1194,3113,9840
1195,3114,9841
1196,3115,9840
1197,3116,9841
1198,3117,9840
1199,3118,9841
1200,3119,9840
1201,3120,9840
1202,3121,9841
1203,3122,9841
1204,3123,9840
1205,3124,9841
1206,3125,9840
1207,3126,9841
1208,3127,9841
1209,3128,9841
1210,3129,9841
1211,3130,9841
1212,3218,9864
1213,3219,2889
1214,3223,9864
1215,3225,9864
1216,3227,9864
1217,3228,9864
1218,3229,9864
1219,3230,9864
1220,3231,2889
1221,3233,9864
1222,3236,9864
1223,3239,9864
1224,3241,9864
1225,3242,9864
1226,3258,1657
1227,3330,9938
1228,3331,9938
1229,3332,9938
1230,3333,9938
1231,3334,9938
1232,3335,9938
1233,3336,9938
1234,3337,9938
1235,3338,9938
1236,3339,9938
1237,3340,9938
1238,3341,9938
1239,3342,9939
1240,3343,9939
1241,3344,9939
1242,3345,9939
1243,3346,9939
1244,3347,9939
1245,3348,9939
1246,3349,9939
1247,3352,9970
1248,3354,9942
1249,3355,9970
1250,3423,10015
1251,3424,10015
1252,3425,10015
1253,3426,10015
1254,3427,10015
1255,3428,10015
1256,3429,10015
1257,3430,10015
1258,3431,10015
1259,3432,10015
1260,3433,10015
1261,3434,10015
1262,3435,10015
1263,3436,10015
1264,3437,10015
1265,3438,10015
1266,3439,10015
1267,3440,10015
1268,3441,10015
1269,3442,10015
1270,3445,10105
1271,3446,10105
1272,3447,10105
1273,3448,10105
1274,3455,10105
1275,3456,10105
1276,3457,10105
1277,3458,10105
1278,3459,10105
1279,3460,10105
1280,3461,10105
1281,3462,10105
1282,3463,10105
1283,3620,8964
1284,3621,8964
1285,3622,8964
1286,3623,8964
1287,3624,8964
1288,3625,8964
1289,3626,8964
1290,3627,8964
1291,3628,8964
1292,3629,8964
1293,3630,8964
1294,3631,8964
1295,3632,8964
1296,3649,10402
1297,3657,10441
1298,3661,10443
1299,3662,10443
1300,3663,10443
1301,3664,10443
1302,3665,10443
1303,3666,10443
1304,3667,10443
1305,3668,10443
1306,3669,10443
1307,3670,10443
1308,3671,10443
1309,3672,10443
1310,3673,10443
1311,3674,10105
1312,3675,10105
1313,3676,10105
1314,3677,10105
1315,3678,10105
1316,3679,10105
1317,3680,10105
1318,3681,10105
1319,3682,10105
1320,3683,10105
1321,3684,10105
1322,3685,10105
1323,3686,10105
1324,3687,10105
1325,3688,10105
1326,3691,9815
1327,3748,9780
1328,3749,8964
1329,3763,10471
1330,3764,10471
1331,3765,10471
1332,3766,10471
1333,3767,10471
1334,3768,10471
1335,3769,10471
1336,3770,10471
1337,3771,10471
1338,3777,10546
1339,3778,10547
1340,3779,10547
1341,3780,10550
1342,3781,2708
1343,3782,2708
1344,3783,2708
1345,3784,2708
1346,3785,2708
1347,3786,2708
1348,3787,2708
1349,3788,2708
1350,3789,2708
1351,3790,2708
1352,3791,2708
1353,3792,2708
1354,3793,2708
1355,3794,2708
1356,3795,2708
1357,3812,10562
1358,3813,10562
1359,3814,10562
1360,3815,10562
1361,3816,10562
1362,3817,10562
1363,3818,10562
1364,3819,10562
1365,3820,10562
1366,3821,10562
1367,3822,10562
1368,3823,10562
1369,3824,10562
1370,3825,10562
1371,3826,10562
1372,3827,10562
1373,3828,10562
1374,3829,10562
1375,3832,10601
1376,3833,10601
1377,3856,10620
1378,3859,10635
1379,3860,10643
1380,3861,10644
1381,3863,10645
1382,3865,10647
1383,3866,10649
1384,3868,10650
1385,3870,10652
1386,3872,10620
1387,3874,10655
1388,3876,10656
1389,3878,10620
1390,3882,10662
1391,3883,10663
1392,3884,10663
1393,3885,10663
1394,3886,10663
1395,3887,10663
1396,3888,10663
1397,3889,10663
1398,3890,10663
1399,3891,10663
1400,3892,10663
1401,3893,10663
1402,3894,10663
1403,3895,10663
1404,3896,10663
1405,3898,10694
1406,3902,10695
1407,3906,10703
1408,3910,10713
1409,3912,10715
1410,3914,8164
1411,3915,10716
1412,3916,8171
1413,3917,8655
1414,3920,10718
1415,3926,4592
1416,3938,10694
1417,3942,10695
1418,3948,10703
1419,3954,10713
1420,3970,4807
1421,3971,10762
1422,4030,10825
1423,4031,10825
1424,4032,10831
1425,4033,10825
1426,4034,10825
1427,4035,10825
1428,4036,10825
1429,4037,10825
1430,4038,10858
1431,4039,10825
1432,4040,10825
1433,4041,10869
1434,4042,10897
1435,4043,10825
1436,4044,10898
1437,4045,10825
1438,4061,10987
1439,4062,10999
1440,4063,10999
1441,4064,10999
1442,4065,10999
1443,4066,10999
1444,4067,10999
1445,4068,10999
1446,4069,10999
1447,4070,10999
1448,4071,10999
1449,4072,10999
1450,4073,10999
1451,4074,10999
1452,4075,10999
1453,4076,11005
1454,4077,11005
1455,4078,11005
1456,4079,11042
1457,4080,11043
1458,4081,11005
1459,4082,11005
1460,4083,11044
1461,4084,11005
1462,4085,11005
1463,4087,11068
1464,4089,11005
1465,4090,11043
1466,4091,11043
1467,4099,5146
1468,4100,5146
1469,4102,5146
1470,4103,5146
1471,4104,5146
1472,4105,5146
1473,4106,5146
1474,4107,5146
1475,4108,5146
1476,4109,5146
1477,4110,5146
1478,4111,10987
1479,4112,10987
1480,4113,5146
1481,4114,5146
1482,4115,5146
1483,4116,5146
1484,4117,5146
1485,4118,5146
1486,4119,5146
1487,4120,5146
1488,4121,5146
1489,4122,5146
1490,4123,5146
1491,4124,5146
1492,4125,5146
1493,4126,5146
1494,4127,5146
1495,4128,5146
1496,4129,5146
1497,4130,5146
1498,4131,5146
1499,4132,5146
1500,4133,1707
1501,4134,1707
1502,4135,1707
1503,4136,11092
1504,4137,1707
1505,4138,1707
1506,4139,11093
1507,4140,1707
1508,4141,1707
1509,4142,1707
1510,4143,1707
1511,4144,1707
1512,4145,11094
1513,4146,1707
1514,4147,1707
1515,4148,11098
1516,4166,11109
1517,4167,11109
1518,4198,5295
1519,4199,5295
1520,4200,5295
1521,4201,5295
1522,4202,5295
1523,4203,5295
1524,4204,5295
1525,4205,5295
1526,4206,5295
1527,4207,5295
1528,4208,5295
1529,4209,5295
1530,4210,5295
1531,4211,5295
1532,4212,5295
1533,4213,5295
1534,4214,5295
1535,4215,5295
1536,4216,5295
1537,4217,5295
1538,4218,5295
1539,4219,5295
1540,4220,5295
1541,4221,5295
1542,4222,5295
1543,4223,11133
1544,4224,11133
1545,4225,11133
1546,4226,11133
1547,4227,11133
1548,4228,11133
1549,4229,11133
1550,4230,11133
1551,4231,11133
1552,4232,11133
1553,4233,11133
1554,4234,11133
1555,4235,11133
1556,4236,11133
1557,4250,4003
1558,4258,11165
1559,4259,11165
1560,4289,11220
1561,4290,11220
1562,4291,11220
1563,4292,11220
1564,4293,11225
1565,4294,11220
1566,4295,11220
1567,4296,11220
1568,4297,11220
1569,4298,11220
1570,4299,11220
1571,4300,11220
1572,4301,11220
1573,4302,11220
1574,4303,11220
1575,4304,11220
1576,4305,11220
1577,4306,11263
1578,4307,11263
1579,4308,11263
1580,4309,11263
1581,4310,11263
1582,4311,11263
1583,4312,11263
1584,4313,11263
1585,4314,11263
1586,4327,11305
1587,4328,11308
1588,4329,11308
1589,4330,11308
1590,4331,11308
1591,4332,11308
1592,4333,11308
1593,4334,11308
1594,4335,11308
1595,4336,11308
1596,4337,11308
1597,4338,11308
1598,4339,11308
1599,4340,11314
1600,4341,11316
1601,4342,8315
1602,4343,8315
1603,4345,7732
1604,4346,11327
1605,4347,1317
1606,4348,1317
1607,4349,7442
1608,4350,7442
1609,4351,11354
1610,4352,5051
1611,4353,5051
1612,4354,2937
1613,4355,2937
1614,4359,7732
1615,4360,7732
1616,4361,1707
1617,4362,1707
1618,4363,10663
1619,4364,2515
1620,4365,7863
1621,4366,4886
1622,4367,4886
1623,4368,4886
1624,4369,4886
1625,4370,4886
1626,4371,4886
1627,4372,4886
1628,4373,4886
1629,4374,4886
1630,4375,4886
1631,4376,4886
1632,4377,11384
1633,4378,4886
1634,4402,11405
1635,4403,11368
1636,4404,11408
1637,4406,4807
1638,4407,11426
1639,4408,11427
1640,4410,11434
1641,4411,3786
1642,4412,11443
1643,4413,11445
1644,4414,11446
1645,4415,11447
1646,4416,4838
1647,4417,11435
1648,4418,11461
1649,4419,11462
1650,4420,9763
1651,4421,1412
1652,4422,3786
1653,4423,11463
1654,4424,11474
1655,4425,11474
1656,4426,11474
1657,4427,11474
1658,4428,11474
1659,4429,11474
1660,4430,11474
1661,4431,11474
1662,4432,11474
1663,4433,11474
1664,4434,11474
1665,4435,11474
1666,4436,11474
1667,4438,11488
1668,4442,11489
1669,4443,11490
1670,4445,11491
1671,4447,11488
1672,4449,11509
1673,4450,11509
1674,4451,11509
1675,4452,11509
1676,4453,11509
1677,4454,11509
1678,4455,11509
1679,4456,11509
1680,4457,11509
1681,4458,11509
1682,4459,11509
1683,4460,11509
1684,4461,11509
1685,4462,11509
1686,4463,11509
1687,4464,11509
1688,4481,11005
1689,4482,11005
1690,4483,11005
1691,4484,11005
1692,4485,11005
1693,4486,11044
1694,4487,11044
1695,4488,11044
1696,4489,11005
1697,4490,11005
1698,4491,11044
