id_instrumento,id_grupo_instrumento,nome,dt_inclusao,dt_alteracao,is_deleted,usuario
3224,3,"CACHETA","09/08/15 12:14:42",,0,"ECAD"
3225,2,"STRINGS","09/08/15 12:14:42",,0,"ECAD"
3244,6,"TRILA","09/08/15 12:14:42",,0,"ECAD"
3245,6,"GRANDE PAN","09/08/15 12:14:42",,0,"ECAD"
3246,6,"CHORI","09/08/15 12:14:42",,0,"ECAD"
3264,126,"TECNICO DE SOM","09/08/15 12:14:42",,0,"ECAD"
3265,6,"BACK VOCAL","09/08/15 12:14:42",,0,"ECAD"
3284,6,"SPRINGER DRUM","09/08/15 12:14:42",,0,"ECAD"
3304,126,"ALUGUEL DX7","09/08/15 12:14:42",,0,"ECAD"
3324,2,"CAVACO BANDOLA","09/08/15 12:14:42",,0,"ECAD"
3344,6,"LAPIS DE BOCA","09/08/15 12:14:42",,0,"ECAD"
3364,126,"INTERFERENCIAS","09/08/15 12:14:42",,0,"ECAD"
3384,2,"VIOLA SINFONICA","09/08/15 12:14:42",,0,"ECAD"
3404,6,"DIGERIDU","09/08/15 12:14:42",,0,"ECAD"
3424,6,"BELLS","09/08/15 12:14:42",,0,"ECAD"
3444,6,"JAMBLOK","09/08/15 12:14:42",,0,"ECAD"
3464,2,"ARIANO","09/08/15 12:14:42",,0,"ECAD"
3484,6,"PROTOOLS","09/08/15 12:14:42",,0,"ECAD"
3504,3,"PANDEIRO ARABE","09/08/15 12:14:42",,0,"ECAD"
3505,6,"BILHAS MEDIA","09/08/15 12:14:42",,0,"ECAD"
3506,6,"BILHAS GRAVE","09/08/15 12:14:42",,0,"ECAD"
3507,6,"PORCA","09/08/15 12:14:42",,0,"ECAD"
3509,6,"SHAKE","09/08/15 12:14:42",,0,"ECAD"
3527,6,"TEREMIM","09/08/15 12:14:42",,0,"ECAD"
3528,6,"PHOPHET FIVE","09/08/15 12:14:42",,0,"ECAD"
3547,3,"PERCUSSAO ELETRONICA","09/08/15 12:14:42",,0,"ECAD"
3567,6,"EFEITOS DE AMBIENCIA","09/08/15 12:14:42",,0,"ECAD"
5168,6,"UMTHINGO","09/08/15 12:14:43",,0,"ECAD"
5169,6,"XIZAMBI","09/08/15 12:14:43",,0,"ECAD"
5170,6,"SININHOS","09/08/15 12:14:43",,0,"ECAD"
5171,6,"GUAIA","09/08/15 12:14:43",,0,"ECAD"
5172,6,"TAMBU","09/08/15 12:14:43",,0,"ECAD"
5173,3,"PANDEIROLA","09/08/15 12:14:43",,0,"ECAD"
5187,6,"BOMBINHO","09/08/15 12:14:43",,0,"ECAD"
5188,6,"NAVE","09/08/15 12:14:43",,0,"ECAD"
5207,6,"CAIXA CABACA","09/08/15 12:14:43",,0,"ECAD"
5227,6,"BADALO","09/08/15 12:14:43",,0,"ECAD"
5228,6,"ABOIO","09/08/15 12:14:43",,0,"ECAD"
5229,6,"CATOLICO","09/08/15 12:14:43",,0,"ECAD"
5230,6,"MARACATU","09/08/15 12:14:43",,0,"ECAD"
5231,6,"HARDCORE","09/08/15 12:14:43",,0,"ECAD"
5247,6,"MARFIM","09/08/15 12:14:43",,0,"ECAD"
5248,3,"SURDO DE MEIO","09/08/15 12:14:43",,0,"ECAD"
5249,3,"SURDO DE FUNDO","09/08/15 12:14:43",,0,"ECAD"
5267,6,"BANDENEON","09/08/15 12:14:43",,0,"ECAD"
5268,1,"FLAUTA SOLO","09/08/15 12:14:43",,0,"ECAD"
5287,6,"GEROMA","09/08/15 12:14:43",,0,"ECAD"
5288,6,"CHAPA DE METAL","09/08/15 12:14:43",,0,"ECAD"
5289,6,"TRILOBITA","09/08/15 12:14:43",,0,"ECAD"
5307,6,"BANSURI","09/08/15 12:14:43",,0,"ECAD"
5327,6,"VIOLACHO","09/08/15 12:14:43",,0,"ECAD"
5347,6,"COCO","09/08/15 12:14:43",,0,"ECAD"
5367,126,"OUTROS","09/08/15 12:14:43",,0,"ECAD"
5387,126,"INSTRUMENTAL","09/08/15 12:14:43",,0,"ECAD"
5407,6,"RONCADOR","09/08/15 12:14:43",,0,"ECAD"
5408,6,"RALADOR DE COCO","09/08/15 12:14:43",,0,"ECAD"
5427,6,"UKULELE","09/08/15 12:14:43",,0,"ECAD"
5428,6,"GUITARRA SITAR","09/08/15 12:14:43",,0,"ECAD"
5429,6,"RUM DE AQUERE","09/08/15 12:14:43",,0,"ECAD"
5430,6,"NABUA","09/08/15 12:14:43",,0,"ECAD"
5431,6,"NAVESTIL","09/08/15 12:14:43",,0,"ECAD"
5432,6,"DEDEDRUMM","09/08/15 12:14:43",,0,"ECAD"
5433,6,"PEDALEIRA DE EFEITOS","09/08/15 12:14:43",,0,"ECAD"
5434,6,"RONTONTON","09/08/15 12:14:43",,0,"ECAD"
5435,6,"BIT BEATRIZ","09/08/15 12:14:43",,0,"ECAD"
5436,6,"DARBUCA","09/08/15 12:14:43",,0,"ECAD"
5437,6,"VERGALHÃO","09/08/15 12:14:43",,0,"ECAD"
5438,6,"OVINHO","09/08/15 12:14:43",,0,"ECAD"
5439,6,"TON-TONS","09/08/15 12:14:43",,0,"ECAD"
5447,6,"FARFISA","09/08/15 12:14:43",,0,"ECAD"
5448,6,"KASRIEL","09/08/15 12:14:43",,0,"ECAD"
5467,126,"ANIMACAO","09/08/15 12:14:43",,0,"ECAD"
5487,6,"ALECTRAVIBE","09/08/15 12:14:43",,0,"ECAD"
5489,6,"TEMAMETAIS","09/08/15 12:14:43",,0,"ECAD"
5490,6,"VOX","09/08/15 12:14:43",,0,"ECAD"
5491,6,"CRIVADOR","09/08/15 12:14:43",,0,"ECAD"
5492,6,"MEIAO","09/08/15 12:14:43",,0,"ECAD"
5493,6,"RETINTAS","09/08/15 12:14:43",,0,"ECAD"
5494,6,"TAMBURITOS","09/08/15 12:14:43",,0,"ECAD"
5512,4,"FINGERCLAP","09/08/15 12:14:43",,0,"ECAD"
5532,6,"JOMBLOCK","09/08/15 12:14:43",,0,"ECAD"
5553,126,"ENGENHEIRO DE GRAVACAO","09/08/15 12:14:43",,0,"ECAD"
5554,126,"ENGENHEIRO DE MIX","09/08/15 12:14:43",,0,"ECAD"
5572,6,"RÓTULO","09/08/15 12:14:43",,0,"ECAD"
5573,6,"BOUZOUK","09/08/15 12:14:43",,0,"ECAD"
5575,2,"GUITARRON","09/08/15 12:14:43",,0,"ECAD"
5576,3,"PANDEIRO CAJON","09/08/15 12:14:43",,0,"ECAD"
5577,1,"FLAUTA INDIA","09/08/15 12:14:43",,0,"ECAD"
5578,3,"TAMANCOS","12/03/19 19:55:00",,0,"ECAD"
5579,2,"VIOLAO FRETLESS","12/03/19 19:55:00",,0,"ECAD"
5580,6,"COMMISIONER","03/10/21 15:17:40",,0,"ECAD"
3568,126,"GRAVACAO DE VOZ","09/08/15 12:14:42",,0,"ECAD"
3569,6,"ARRANJO DE BASE","09/08/15 12:14:42",,0,"ECAD"
3570,6,"B4","09/08/15 12:14:42",,0,"ECAD"
3571,6,"PRO 53","09/08/15 12:14:42",,0,"ECAD"
3572,6,"SYNTH CRUMAR","09/08/15 12:14:42",,0,"ECAD"
3573,2,"BAIXOLAO","09/08/15 12:14:42",,0,"ECAD"
3587,6,"PIANO RHODES","09/08/15 12:14:42",,0,"ECAD"
3588,4,"ORGAO HAMMOND","09/08/15 12:14:42",,0,"ECAD"
3607,6,"BATA","09/08/15 12:14:42",,0,"ECAD"
3628,6,"ARRANJADOR - 8/001","09/08/15 12:14:42",,0,"ECAD"
3630,6,"REGENTE - 8/002","09/08/15 12:14:42",,0,"ECAD"
3632,6,"CORO 7/002","09/08/15 12:14:42",,0,"ECAD"
3633,126,"EXECUÇÃO BASE","09/08/15 12:14:42",,0,"ECAD"
3653,4,"PIANO FENDER","09/08/15 12:14:42",,0,"ECAD"
3656,3,"TIMBA","09/08/15 12:14:42",,0,"ECAD"
3676,6,"SHAIC","09/08/15 12:14:42",,0,"ECAD"
3677,6,"CARROM","09/08/15 12:14:42",,0,"ECAD"
3696,6,"LATAS E GARRAFAS","09/08/15 12:14:42",,0,"ECAD"
3716,6,"SOLISTA","09/08/15 12:14:42",,0,"ECAD"
3736,1,"FLAUTA BARROCA","09/08/15 12:14:42",,0,"ECAD"
3756,6,"DECLAMADOR","09/08/15 12:14:42",,0,"ECAD"
3758,86,"HAMMOND XB3","09/08/15 12:14:42",,0,"ECAD"
3797,6,"SEKERE","09/08/15 12:14:42",,0,"ECAD"
3819,3,"TAMBOR ONCA","09/08/15 12:14:42",,0,"ECAD"
3820,3,"TAMBOR CRIVADOR","09/08/15 12:14:42",,0,"ECAD"
3837,6,"QUINTO","09/08/15 12:14:42",,0,"ECAD"
3840,6,"CARACAXAS","09/08/15 12:14:42",,0,"ECAD"
3880,6,"E-BOW","09/08/15 12:14:42",,0,"ECAD"
3900,6,"FLAUTONETE","09/08/15 12:14:42",,0,"ECAD"
3901,6,"FLAKSTONE","09/08/15 12:14:42",,0,"ECAD"
3902,6,"NOZES","09/08/15 12:14:42",,0,"ECAD"
3920,6,"TB303","09/08/15 12:14:42",,0,"ECAD"
3940,3,"PANDEIRAO C/ VASSOURA","09/08/15 12:14:42",,0,"ECAD"
3941,3,"MORINGA C/VASSOURA","09/08/15 12:14:42",,0,"ECAD"
3960,6,"ELETRIC STAR","09/08/15 12:14:42",,0,"ECAD"
3961,2,"GUITARRA SLIDE","09/08/15 12:14:42",,0,"ECAD"
3962,6,"MANOLA","09/08/15 12:14:42",,0,"ECAD"
3982,6,"JARRO","09/08/15 12:14:42",,0,"ECAD"
3983,6,"EFEITO","09/08/15 12:14:42",,0,"ECAD"
4002,6,"LAP STEEL","09/08/15 12:14:42",,0,"ECAD"
4042,6,"ABACO","09/08/15 12:14:42",,0,"ECAD"
4062,6,"CURIMBO","09/08/15 12:14:42",,0,"ECAD"
4082,6,"OBXA","09/08/15 12:14:42",,0,"ECAD"
4102,6,"CAPUTA","09/08/15 12:14:42",,0,"ECAD"
4122,6,"OVATION","09/08/15 12:14:42",,0,"ECAD"
4128,6,"OVATION","09/08/15 12:14:42",,0,"ECAD"
4142,6,"RAGGASOUNDS","09/08/15 12:14:42",,0,"ECAD"
4143,3,"COLHER","09/08/15 12:14:42",,0,"ECAD"
4163,6,"ACIRDEID","09/08/15 12:14:42",,0,"ECAD"
4183,6,"ECOS","09/08/15 12:14:42",,0,"ECAD"
4203,1,"FLAUTA CONTRALTO","09/08/15 12:14:42",,0,"ECAD"
4204,1,"FLAUTA SOPRANO","09/08/15 12:14:42",,0,"ECAD"
4205,1,"FLAUTA TENOR","09/08/15 12:14:42",,0,"ECAD"
4223,6,"CONCERTMASTER","09/08/15 12:14:42",,0,"ECAD"
4243,6,"EFEITOS ELETRONICOS","09/08/15 12:14:42",,0,"ECAD"
4245,6,"EFEITOS INSTRUMENTAIS","09/08/15 12:14:42",,0,"ECAD"
4263,126,"SAMPLERS","09/08/15 12:14:42",,0,"ECAD"
4264,126,"PROGRAMADOR DE PERCUSSAO","09/08/15 12:14:42",,0,"ECAD"
4265,6,"CALOTAS","09/08/15 12:14:42",,0,"ECAD"
4266,6,"ARROZ","09/08/15 12:14:42",,0,"ECAD"
4267,6,"CAIXA DE CHARUTO","09/08/15 12:14:42",,0,"ECAD"
4268,6,"MAO","09/08/15 12:14:42",,0,"ECAD"
4701,6,"MBIRA","09/08/15 12:14:42",,0,"ECAD"
4702,6,"TAMBOR DE MINA","09/08/15 12:14:42",,0,"ECAD"
4703,6,"FRAME DRUM","09/08/15 12:14:42",,0,"ECAD"
4704,6,"HAND SONIC","09/08/15 12:14:42",,0,"ECAD"
4725,6,"GUITARRA STILL","09/08/15 12:14:42",,0,"ECAD"
4744,2,"GUITARRA ESPACIAL","09/08/15 12:14:42",,0,"ECAD"
4745,6,"HARMONICOS","09/08/15 12:14:42",,0,"ECAD"
4746,6,"GONGO TIBETANO","09/08/15 12:14:42",,0,"ECAD"
4766,6,"QUARTETO DE TROMBONE","09/08/15 12:14:42",,0,"ECAD"
4786,6,"RIFS","09/08/15 12:14:43",,0,"ECAD"
4806,6,"BALDE","09/08/15 12:14:43",,0,"ECAD"
4826,2,"GUITARRA INVERTIDA","09/08/15 12:14:43",,0,"ECAD"
4827,6,"PRUMAR","09/08/15 12:14:43",,0,"ECAD"
4847,6,"PLEX (LOOP)","09/08/15 12:14:43",,0,"ECAD"
4848,6,"KAOSS PAD","09/08/15 12:14:43",,0,"ECAD"
4867,6,"ELU","09/08/15 12:14:43",,0,"ECAD"
4887,6,"POTE","09/08/15 12:14:43",,0,"ECAD"
4908,6,"CAIXA DO DIVINO","09/08/15 12:14:43",,0,"ECAD"
4927,126,"TRANSCRICAO PARA CORDAS","09/08/15 12:14:43",,0,"ECAD"
4947,6,"KISSANGE","09/08/15 12:14:43",,0,"ECAD"
4948,6,"NGOMA","09/08/15 12:14:43",,0,"ECAD"
4949,6,"JEROMA","09/08/15 12:14:43",,0,"ECAD"
4967,3,"TAMBOR DE ALFAIA","09/08/15 12:14:43",,0,"ECAD"
4968,6,"PAKAWAJ","09/08/15 12:14:43",,0,"ECAD"
4969,6,"MINEIRO","09/08/15 12:14:43",,0,"ECAD"
4970,6,"PAN INCLINADO","09/08/15 12:14:43",,0,"ECAD"
4971,3,"TIMBALES DE LATA","09/08/15 12:14:43",,0,"ECAD"
4974,3,"BOMBONAS","09/08/15 12:14:43",,0,"ECAD"
4975,6,"CHIFRES DE ANTILOPE","09/08/15 12:14:43",,0,"ECAD"
4976,6,"TIMBAUS","09/08/15 12:14:43",,0,"ECAD"
4977,126,"PRODUCAO EXECUTIVA","09/08/15 12:14:43",,0,"ECAD"
4978,3,"SURDO VIRADO","09/08/15 12:14:43",,0,"ECAD"
4979,126,"PRODUCAO MUSICAL","09/08/15 12:14:43",,0,"ECAD"
4980,3,"BATERIA DE SUCATA","09/08/15 12:14:43",,0,"ECAD"
4981,6,"BALAINHO","09/08/15 12:14:43",,0,"ECAD"
4982,3,"TRISURDO","09/08/15 12:14:43",,0,"ECAD"
4983,6,"XERES","09/08/15 12:14:43",,0,"ECAD"
4984,6,"ESTREMPE DE TAMPAS","09/08/15 12:14:43",,0,"ECAD"
4985,6,"CONGUE","09/08/15 12:14:43",,0,"ECAD"
4986,3,"TAMBOR CONDENSADOR","09/08/15 12:14:43",,0,"ECAD"
4988,3,"TAMBOR DE CONGADA","09/08/15 12:14:43",,0,"ECAD"
4989,6,"ESTREMPE DE EXTINTO","09/08/15 12:14:43",,0,"ECAD"
4992,3,"CAIXA DE PAPELAO","09/08/15 12:14:43",,0,"ECAD"
4993,6,"BALAFON","09/08/15 12:14:43",,0,"ECAD"
5007,6,"ILU","09/08/15 12:14:43",,0,"ECAD"
5008,6,"MILHEIRO","09/08/15 12:14:43",,0,"ECAD"
5009,6,"PANDEIRO DE NYLON","09/08/15 12:14:43",,0,"ECAD"
5047,6,"CANECA","09/08/15 12:14:43",,0,"ECAD"
5068,6,"JUNO 60","09/08/15 12:14:43",,0,"ECAD"
5087,2,"CORDAS SYNTH","09/08/15 12:14:43",,0,"ECAD"
5107,6,"MANGUEIRA","09/08/15 12:14:43",,0,"ECAD"
5127,6,"CILINDRO","09/08/15 12:14:43",,0,"ECAD"
5128,6,"BICICLETA","09/08/15 12:14:43",,0,"ECAD"
5129,6,"CHAMINE","09/08/15 12:14:43",,0,"ECAD"
5130,6,"CADEIRA","09/08/15 12:14:43",,0,"ECAD"
5131,6,"TRIPE DE MEIO","09/08/15 12:14:43",,0,"ECAD"
5132,6,"VASSOURA","09/08/15 12:14:43",,0,"ECAD"
5133,6,"GONGUE DE FERRO","09/08/15 12:14:43",,0,"ECAD"
5134,6,"CHIMBARRALO","09/08/15 12:14:43",,0,"ECAD"
5147,6,"SYNTHS","09/08/15 12:14:43",,0,"ECAD"
5167,6,"MACONDERE","09/08/15 12:14:43",,0,"ECAD"
4269,6,"PORTA E CADEIRA","09/08/15 12:14:42",,0,"ECAD"
4270,6,"ESTALOS DE DEDO","09/08/15 12:14:42",,0,"ECAD"
4271,6,"LATAS DE LIXO","09/08/15 12:14:42",,0,"ECAD"
4272,6,"DJ","09/08/15 12:14:42",,0,"ECAD"
4274,2,"VIOLAO TENOR","09/08/15 12:14:42",,0,"ECAD"
4292,6,"YAKULT","09/08/15 12:14:42",,0,"ECAD"
4312,4,"PIANO YAMAHA","09/08/15 12:14:42",,0,"ECAD"
4332,6,"COBEL","09/08/15 12:14:42",,0,"ECAD"
4333,6,"MEIA LUA","09/08/15 12:14:42",,0,"ECAD"
4334,6,"CAMPANA","09/08/15 12:14:42",,0,"ECAD"
4335,6,"CHEIK","09/08/15 12:14:42",,0,"ECAD"
4354,6,"SPALLA","09/08/15 12:14:42",,0,"ECAD"
4372,6,"BUMEO","09/08/15 12:14:42",,0,"ECAD"
4392,6,"SIMONS","09/08/15 12:14:42",,0,"ECAD"
4393,6,"SIMONS","09/08/15 12:14:42",,0,"ECAD"
4412,3,"CAIXETA","09/08/15 12:14:42",,0,"ECAD"
4413,3,"SURDO-MARACANÃ","09/08/15 12:14:42",,0,"ECAD"
4414,6,"CROONER","09/08/15 12:14:42",,0,"ECAD"
4434,6,"BANDARRA","09/08/15 12:14:42",,0,"ECAD"
4435,6,"SAD MIDI","09/08/15 12:14:42",,0,"ECAD"
4436,126,"PRODUCAO ARTISTICA","09/08/15 12:14:42",,0,"ECAD"
4437,6,"GUITARRA MIDI","09/08/15 12:14:42",,0,"ECAD"
4454,6,"ACID DRUMS","09/08/15 12:14:42",,0,"ECAD"
4474,6,"MACAMBIRA","09/08/15 12:14:42",,0,"ECAD"
4494,6,"EMULATOR","09/08/15 12:14:42",,0,"ECAD"
4515,126,"MELODIA INTRODUCAO","09/08/15 12:14:42",,0,"ECAD"
4534,6,"BARITONO","09/08/15 12:14:42",,0,"ECAD"
4535,6,"CAIXA LINN ELETRONICA","09/08/15 12:14:42",,0,"ECAD"
4554,6,"TIMBALE","09/08/15 12:14:42",,0,"ECAD"
4555,6,"TIMBALE","09/08/15 12:14:42",,0,"ECAD"
4574,126,"PROGRAMADOR DE MIDIA","09/08/15 12:14:42",,0,"ECAD"
4575,6,"EFEITOS DE BRINQUEDO","09/08/15 12:14:42",,0,"ECAD"
4576,6,"BAMBUMOLA","09/08/15 12:14:42",,0,"ECAD"
4577,6,"BELL TREE","09/08/15 12:14:42",,0,"ECAD"
4578,6,"PANDEIRO TURCO","09/08/15 12:14:42",,0,"ECAD"
4579,6,"SEMENTE","09/08/15 12:14:42",,0,"ECAD"
4580,6,"PANDEIRO ITALIANO","09/08/15 12:14:42",,0,"ECAD"
4581,6,"PANDEIRO DO MARANHAO","09/08/15 12:14:42",,0,"ECAD"
4582,6,"TAMBORES MARROQUINHO","09/08/15 12:14:42",,0,"ECAD"
4583,6,"TAMBOR DE BARRO","09/08/15 12:14:42",,0,"ECAD"
4584,6,"BENDIR","09/08/15 12:14:42",,0,"ECAD"
4585,6,"GUIZOS","09/08/15 12:14:42",,0,"ECAD"
4586,6,"OCEAN DRUMS","09/08/15 12:14:42",,0,"ECAD"
4587,6,"VIDROS","09/08/15 12:14:42",,0,"ECAD"
4588,6,"BERIMBOCA","09/08/15 12:14:42",,0,"ECAD"
4589,6,"BERIMBAU DE BOCA","09/08/15 12:14:42",,0,"ECAD"
4590,6,"KOTO","09/08/15 12:14:42",,0,"ECAD"
4591,6,"TUBO ASPIRADOR","09/08/15 12:14:42",,0,"ECAD"
4592,6,"XEQUEREZINHO","09/08/15 12:14:42",,0,"ECAD"
4594,6,"VIOLAO CLASSICO","09/08/15 12:14:42",,0,"ECAD"
4595,6,"PERUS","09/08/15 12:14:42",,0,"ECAD"
4615,2,"VIOLAO 8 CORDAS","09/08/15 12:14:42",,0,"ECAD"
4616,2,"VIOLAO 8 CORDAS","09/08/15 12:14:42",,0,"ECAD"
4655,1,"TROMBONE ALTO","09/08/15 12:14:42",,0,"ECAD"
4676,126,"MASTERIZACAO","09/08/15 12:14:42",,0,"ECAD"
4695,6,"SOROBAN","09/08/15 12:14:42",,0,"ECAD"
4696,6,"CAIXA COM VAS","09/08/15 12:14:42",,0,"ECAD"
4697,6,"ZARB","09/08/15 12:14:42",,0,"ECAD"
4698,6,"SITAR","09/08/15 12:14:42",,0,"ECAD"
4699,6,"CAIXA DE CONGO","09/08/15 12:14:42",,0,"ECAD"
4700,6,"KALIMBA","09/08/15 12:14:42",,0,"ECAD"
5581,1,"OBOE DA CACCIA","03/10/21 15:17:40",,0,"ECAD"
5582,2,"STRING QUINTET","03/10/21 15:17:40",,0,"ECAD"
5583,2,"VIOLA D AMOR","03/10/21 15:17:40",,0,"ECAD"
